"","Package","Item","Title","Rows","Cols","has_logical","has_binary","has_numeric","has_character","has_factor"
"249","DAAG","SP500W90","Closing Numbers for S and P 500 Index - First 100 Days of 1990",100,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"250","DAAG","spam7","Spam E-mail Data",4601,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"251","DAAG","stVincent","Averages by block of yields for the St. Vincent Corn data",324,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"252","DAAG","sugar","Sugar Data",12,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"253","DAAG","tinting","Car Window Tinting Experiment Data",182,9,FALSE,"TRUE",TRUE,FALSE,TRUE
"254","DAAG","tomato","Root weights of tomato plants exposed to 4 different treatments",24,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"255","DAAG","toycars","Toy Cars Data",27,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"256","DAAG","vince111b","Averages by block of corn yields, for treatment 111 only",36,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"257","DAAG","vlt","Video Lottery Terminal Data",345,5,FALSE,"TRUE",TRUE,FALSE,FALSE
"258","DAAG","wages1833","Wages of Lancashire Cotton Factory Workers in 1833",51,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"259","DAAG","whoops","Deaths from whooping cough, in London",142,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"260","DAAG","worldRecords","Record times for track and road races, at August 9th 2006",40,5,FALSE,"TRUE",TRUE,TRUE,TRUE
"261","datasets","ability.cov","Ability and Intelligence Tests",6,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"262","datasets","airmiles","Passenger Miles on Commercial US Airlines, 1937-1960",24,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"263","datasets","AirPassengers","Monthly Airline Passenger Numbers 1949-1960",144,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"264","datasets","airquality","New York Air Quality Measurements",153,6,FALSE,"FALSE",TRUE,FALSE,FALSE
"265","datasets","anscombe","Anscombe's Quartet of 'Identical' Simple Linear Regressions",11,8,FALSE,"TRUE",TRUE,FALSE,FALSE
"266","datasets","attenu","The Joyner-Boore Attenuation Data",182,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"267","datasets","attitude","The Chatterjee-Price Attitude Data",30,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"268","datasets","austres","Quarterly Time Series of the Number of Australian Residents",89,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"269","datasets","BJsales","Sales Data with Leading Indicator",150,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"270","datasets","BOD","Biochemical Oxygen Demand",6,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"271","datasets","cars","Speed and Stopping Distances of Cars",50,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"272","datasets","ChickWeight","Weight versus age of chicks on different diets",578,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"273","datasets","chickwts","Chicken Weights by Feed Type",71,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"274","datasets","co2","Mauna Loa Atmospheric CO2 Concentration",468,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"275","datasets","CO2","Carbon Dioxide Uptake in Grass Plants",84,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"276","datasets","crimtab","Student's 3000 Criminals Data",924,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"277","datasets","discoveries","Yearly Numbers of Important Discoveries",100,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"278","datasets","DNase","Elisa assay of DNase",176,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"279","datasets","esoph","Smoking, Alcohol and (O)esophageal Cancer",88,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"280","datasets","euro","Conversion Rates of Euro Currencies",11,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"281","datasets","EuStockMarkets","Daily Closing Prices of Major European Stock Indices, 1991-1998",1860,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"282","datasets","faithful","Old Faithful Geyser Data",272,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"283","datasets","Formaldehyde","Determination of Formaldehyde",6,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"284","datasets","freeny","Freeny's Revenue Data",39,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"285","datasets","HairEyeColor","Hair and Eye Color of Statistics Students",32,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"288","datasets","Indometh","Pharmacokinetics of Indomethacin",66,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"289","datasets","infert","Infertility after Spontaneous and Induced Abortion",248,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"290","datasets","InsectSprays","Effectiveness of Insect Sprays",72,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"291","datasets","iris","Edgar Anderson's Iris Data",150,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"292","datasets","iris3","Edgar Anderson's Iris Data",50,12,FALSE,"FALSE",TRUE,FALSE,FALSE
"293","datasets","islands","Areas of the World's Major Landmasses",48,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"294","datasets","JohnsonJohnson","Quarterly Earnings per Johnson & Johnson Share",84,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"295","datasets","LakeHuron","Level of Lake Huron 1875-1972",98,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"296","datasets","lh","Luteinizing Hormone in Blood Samples",48,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"297","datasets","LifeCycleSavings","Intercountry Life-Cycle Savings Data",50,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"298","datasets","Loblolly","Growth of Loblolly pine trees",84,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"299","datasets","longley","Longley's Economic Regression Data",16,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"300","datasets","lynx","Annual Canadian Lynx trappings 1821-1934",114,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"301","datasets","morley","Michelson Speed of Light Data",100,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"302","datasets","mtcars","Motor Trend Car Road Tests",32,11,FALSE,"TRUE",TRUE,FALSE,FALSE
"303","datasets","nhtemp","Average Yearly Temperatures in New Haven",60,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"304","datasets","Nile","Flow of the River Nile",100,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"305","datasets","nottem","Average Monthly Temperatures at Nottingham, 1920-1939",240,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"306","datasets","npk","Classical N, P, K Factorial Experiment",24,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"307","datasets","occupationalStatus","Occupational Status of Fathers and their Sons",64,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"308","datasets","Orange","Growth of Orange Trees",35,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"309","datasets","OrchardSprays","Potency of Orchard Sprays",64,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"310","datasets","PlantGrowth","Results from an Experiment on Plant Growth",30,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"311","datasets","precip","Annual Precipitation in US Cities",70,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"312","datasets","presidents","Quarterly Approval Ratings of US Presidents",120,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"313","datasets","pressure","Vapor Pressure of Mercury as a Function of Temperature",19,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"314","datasets","Puromycin","Reaction Velocity of an Enzymatic Reaction",23,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"315","datasets","quakes","Locations of Earthquakes off Fiji",1000,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"316","datasets","randu","Random Numbers from Congruential Generator RANDU",400,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"317","datasets","rivers","Lengths of Major North American Rivers",141,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"318","datasets","rock","Measurements on Petroleum Rock Samples",48,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"319","datasets","Seatbelts","Road Casualties in Great Britain 1969-84",192,8,FALSE,"TRUE",TRUE,FALSE,FALSE
"320","datasets","sleep","Student's Sleep Data",20,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"321","datasets","stackloss","Brownlee's Stack Loss Plant Data",21,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"322","datasets","sunspot.month","Monthly Sunspot Data, from 1749 to ""Present""",3177,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"323","datasets","sunspot.year","Yearly Sunspot Data, 1700-1988",289,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"324","datasets","sunspots","Monthly Sunspot Numbers, 1749-1983",2820,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"325","datasets","swiss","Swiss Fertility and Socioeconomic Indicators (1888) Data",47,6,FALSE,"FALSE",TRUE,FALSE,FALSE
"326","datasets","Theoph","Pharmacokinetics of Theophylline",132,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"327","datasets","Titanic","Survival of passengers on the Titanic",32,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"328","datasets","ToothGrowth","The Effect of Vitamin C on Tooth Growth in Guinea Pigs",60,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"329","datasets","treering","Yearly Treering Data, -6000-1979",7980,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"330","datasets","trees","Girth, Height and Volume for Black Cherry Trees",31,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"331","datasets","UCBAdmissions","Student Admissions at UC Berkeley",24,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"332","datasets","UKDriverDeaths","Road Casualties in Great Britain 1969-84",192,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"333","datasets","UKgas","UK Quarterly Gas Consumption",108,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"334","datasets","USAccDeaths","Accidental Deaths in the US 1973-1978",72,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"335","datasets","USArrests","Violent Crime Rates by US State",50,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"336","datasets","USJudgeRatings","Lawyers' Ratings of State Judges in the US Superior Court",43,12,FALSE,"FALSE",TRUE,FALSE,FALSE
"337","datasets","USPersonalExpenditure","Personal Expenditure Data",5,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"338","datasets","uspop","Populations Recorded by the US Census",19,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"339","datasets","VADeaths","Death Rates in Virginia (1940)",5,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"340","datasets","volcano","Topographic Information on Auckland's Maunga Whau Volcano",87,61,FALSE,"FALSE",TRUE,FALSE,FALSE
"341","datasets","warpbreaks","The Number of Breaks in Yarn during Weaving",54,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"342","datasets","women","Average Heights and Weights for American Women",15,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"343","datasets","WorldPhones","The World's Telephones",7,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"344","datasets","WWWusage","Internet Usage per Minute",100,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"345","drc","acidiq","Acifluorfen and diquat tested on Lemna minor.",180,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"346","drc","algae","Volume of algae as function of increasing concentrations of a herbicide",14,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"347","drc","auxins","Effect of technical grade and commercially formulated auxin herbicides",150,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"348","drc","chickweed","Germination of common chickweed (_Stellaria media_)",35,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"349","drc","chickweed0","Germination of common chickweed (_Stellaria media_)",34,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"350","drc","daphnids","Daphnia test",16,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"351","drc","decontaminants","Performance of decontaminants used in the culturing of a micro-organism",128,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"352","drc","deguelin","Deguelin applied to chrysanthemum aphis",6,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"353","drc","earthworms","Earthworm toxicity test",35,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"354","drc","etmotc","Effect of erythromycin on mixed sewage microorganisms",57,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"355","drc","finney71","Example from Finney (1971)",6,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"356","drc","G.aparine","Herbicide applied to Galium aparine",240,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"357","drc","germination","Germination of three crops",192,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"358","drc","glymet","Glyphosate and metsulfuron-methyl tested on algae.",113,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"359","drc","H.virescens","Mortality of tobacco budworms",12,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"360","drc","heartrate","Heart rate baroreflexes for rabbits",18,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"361","drc","leaflength","Leaf length of barley",42,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"362","drc","lepidium","Dose-response profile of degradation of agrochemical using lepidium",42,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"363","drc","lettuce","Hormesis in lettuce plants",14,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"364","drc","M.bahia","Effect of an effluent on the growth of mysid shrimp",40,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"365","drc","mecter","Mechlorprop and terbythylazine tested on Lemna minor",102,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"366","drc","metals","Data from heavy metal mixture experiments",543,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"367","drc","methionine","Weight gain for different methionine sources",9,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"368","drc","nasturtium","Dose-response profile of degradation of agrochemical using nasturtium",42,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"369","drc","O.mykiss","Test data from a 21 day fish test",70,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"370","drc","P.promelas","Effect of sodium pentachlorophenate on growth of fathead minnow",24,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"371","drc","RScompetition","Competition between two biotypes",49,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"372","drc","ryegrass","Effect of ferulic acid on growth of ryegrass",24,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"373","drc","S.alba","Potency of two herbicides",68,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"374","drc","S.capricornutum","Effect of cadmium on growth of green alga",18,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"375","drc","secalonic","Root length measurements",7,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"376","drc","selenium","Data from toxicology experiments with selenium",25,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"377","drc","spinach","Inhibition of photosynthesis",105,4,FALSE,"TRUE",TRUE,FALSE,TRUE
"378","drc","terbuthylazin","The effect of terbuthylazin on growth rate",30,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"379","drc","vinclozolin","Vinclozolin from AR in vitro assay",53,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"380","Ecdat","Accident","Ship Accidents",40,5,FALSE,"TRUE",TRUE,FALSE,TRUE
"381","Ecdat","Airline","Cost for U.S. Airlines",90,6,FALSE,"FALSE",TRUE,FALSE,FALSE
"382","Ecdat","Airq","Air Quality for Californian Metropolitan Areas",30,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"383","Ecdat","bankingCrises","Countries in Banking Crises",211,71,FALSE,"TRUE",TRUE,FALSE,FALSE
"384","Ecdat","Benefits","Unemployment of Blue Collar Workers",4877,18,FALSE,"TRUE",TRUE,FALSE,TRUE
"385","Ecdat","Bids","Bids Received By U.S. Firms",126,12,FALSE,"TRUE",TRUE,FALSE,FALSE
"386","Ecdat","breaches","Cyber Security Breaches",1055,13,FALSE,"FALSE",TRUE,TRUE,TRUE
"387","Ecdat","BudgetFood","Budget Share of Food for Spanish Households",23972,6,FALSE,"TRUE",TRUE,FALSE,TRUE
"388","Ecdat","BudgetItaly","Budget Shares for Italian Households",1729,11,FALSE,"FALSE",TRUE,FALSE,FALSE
"389","Ecdat","BudgetUK","Budget Shares of British Households",1519,10,FALSE,"TRUE",TRUE,FALSE,FALSE
"390","Ecdat","Bwages","Wages in Belgium",1472,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"391","Ecdat","Capm","Stock Market Data",516,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"392","Ecdat","Car","Stated Preferences for Car Choice",4654,70,FALSE,"TRUE",TRUE,FALSE,TRUE
"393","Ecdat","Caschool","The California Test Score Data Set",420,17,FALSE,"TRUE",TRUE,FALSE,TRUE
"394","Ecdat","Catsup","Choice of Brand for Catsup",2798,14,FALSE,"TRUE",TRUE,FALSE,TRUE
"395","Ecdat","Cigar","Cigarette Consumption",1380,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"396","Ecdat","Cigarette","The Cigarette Consumption Panel Data Set",528,9,FALSE,"FALSE",TRUE,FALSE,TRUE
"397","Ecdat","Clothing","Sales Data of Men's Fashion Stores",400,13,FALSE,"FALSE",TRUE,FALSE,FALSE
"398","Ecdat","Computers","Prices of Personal Computers",6259,10,FALSE,"TRUE",TRUE,FALSE,TRUE
"399","Ecdat","Consumption","Quarterly Data on Consumption and Expenditure",200,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"400","Ecdat","CPSch3","Earnings from the Current Population Survey",11130,3,FALSE,"TRUE",TRUE,FALSE,TRUE
"401","Ecdat","Cracker","Choice of Brand for Crakers",3292,14,FALSE,"TRUE",TRUE,FALSE,TRUE
"402","Ecdat","CRANpackages","Growth of CRAN",29,4,FALSE,"FALSE",TRUE,FALSE,TRUE
"403","Ecdat","Crime","Crime in North Carolina",630,24,FALSE,"TRUE",TRUE,FALSE,TRUE
"404","Ecdat","CRSPday","Daily Returns from the CRSP Database",2528,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"405","Ecdat","CRSPmon","Monthly Returns from the CRSP Database",360,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"406","Ecdat","Diamond","Pricing the C's of Diamond Stones",308,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"407","Ecdat","DM","DM Dollar Exchange Rate",778,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"408","Ecdat","Doctor","Number of Doctor Visits",485,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"409","Ecdat","DoctorAUS","Doctor Visits in Australia",5190,15,FALSE,"TRUE",TRUE,FALSE,TRUE
"410","Ecdat","DoctorContacts","Contacts With Medical Doctor",20186,15,TRUE,"TRUE",TRUE,FALSE,TRUE
"411","Ecdat","Earnings","Earnings for Three Age Groups",4266,2,FALSE,"FALSE",TRUE,FALSE,TRUE
"412","Ecdat","Electricity","Cost Function for Electricity Producers",158,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"413","Ecdat","Fair","Extramarital Affairs Data",601,9,FALSE,"TRUE",TRUE,FALSE,TRUE
"414","Ecdat","Fatality","Drunk Driving Laws and Traffic Deaths",336,10,FALSE,"TRUE",TRUE,FALSE,TRUE
"415","Ecdat","Fishing","Choice of Fishing Mode",1182,12,FALSE,"FALSE",TRUE,FALSE,TRUE
"416","Ecdat","Forward","Exchange Rates of US Dollar Against Other Currencies",276,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"417","Ecdat","FriendFoe","Data from the Television Game Show Friend Or Foe ?",227,13,FALSE,"TRUE",TRUE,FALSE,TRUE
"418","Ecdat","Garch","Daily Observations on Exchange Rates of the US Dollar Against Other Currencies",1867,8,FALSE,"FALSE",TRUE,TRUE,FALSE
"419","Ecdat","Gasoline","Gasoline Consumption",342,6,FALSE,"FALSE",TRUE,FALSE,TRUE
"420","Ecdat","Griliches","Wage Datas",758,20,FALSE,"TRUE",TRUE,FALSE,TRUE
"421","Ecdat","Grunfeld","Grunfeld Investment Data",200,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"422","Ecdat","HC","Heating and Cooling System Choice in Newly Built Houses in California",250,18,FALSE,"FALSE",TRUE,FALSE,TRUE
"423","Ecdat","Hdma","The Boston HMDA Data Set",2381,13,FALSE,"TRUE",TRUE,FALSE,TRUE
"424","Ecdat","Heating","Heating System Choice in California Houses",900,21,FALSE,"FALSE",TRUE,FALSE,TRUE
"425","Ecdat","Hedonic","Hedonic Prices of Census Tracts in Boston",506,15,FALSE,"TRUE",TRUE,FALSE,TRUE
"426","Ecdat","HHSCyberSecurityBreaches","Cybersecurity breaches reported to the US Department of Health and Human Services",1151,9,TRUE,"TRUE",TRUE,TRUE,TRUE
"427","Ecdat","HI","Health Insurance and Hours Worked By Wives",22272,13,FALSE,"TRUE",TRUE,FALSE,TRUE
"428","Ecdat","Hmda","The Boston HMDA Data Set",2381,13,FALSE,"TRUE",TRUE,FALSE,TRUE
"429","Ecdat","Housing","Sales Prices of Houses in the City of Windsor",546,12,FALSE,"TRUE",TRUE,FALSE,TRUE
"430","Ecdat","Hstarts","Housing Starts",168,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"431","Ecdat","Icecream","Ice Cream Consumption",30,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"432","Ecdat","incidents.byCountryYr","Global Terrorism Database yearly summaries",9270,3,FALSE,"FALSE",TRUE,FALSE,TRUE
"433","Ecdat","incomeInequality","Income Inequality in the US",66,22,FALSE,"FALSE",TRUE,FALSE,FALSE
"434","Ecdat","IncomeUK","Seasonally Unadjusted Quarterly Data on Disposable Income and Expenditure",58,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"435","Ecdat","Irates","Monthly Interest Rates",531,10,FALSE,"FALSE",TRUE,FALSE,FALSE
"436","Ecdat","Journals","Economic Journals Dat Set",180,10,FALSE,"TRUE",TRUE,FALSE,TRUE
"437","Ecdat","Kakadu","Willingness to Pay for the Preservation of the Kakadu National Park",1827,22,FALSE,"TRUE",TRUE,FALSE,TRUE
"438","Ecdat","Ketchup","Choice of Brand for Ketchup",4956,7,FALSE,"FALSE",TRUE,FALSE,TRUE
"439","Ecdat","Klein","Klein's Model I",22,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"440","Ecdat","LaborSupply","Wages and Hours Worked",5320,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"441","Ecdat","Labour","Belgian Firms",569,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"442","Ecdat","Longley","The Longley Data",16,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"443","Ecdat","LT","Dollar Sterling Exchange Rate",200,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"444","Ecdat","Macrodat","Macroeconomic Time Series for the United States",168,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"445","Ecdat","Males","Wages and Education of Young Males",4360,12,FALSE,"TRUE",TRUE,FALSE,TRUE
"446","Ecdat","ManufCost","Manufacturing Costs",25,9,FALSE,"FALSE",TRUE,FALSE,FALSE
"447","Ecdat","Mathlevel","Level of Calculus Attained for Students Taking Advanced Micro-economics",609,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"448","Ecdat","MCAS","The Massachusetts Test Score Data Set",220,17,FALSE,"FALSE",TRUE,FALSE,TRUE
"449","Ecdat","MedExp","Structure of Demand for Medical Care",5574,15,FALSE,"TRUE",TRUE,FALSE,TRUE
"450","Ecdat","Metal","Production for SIC 33",27,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"451","Ecdat","Mishkin","Inflation and Interest Rates",491,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"452","Ecdat","Mode","Mode Choice",453,9,FALSE,"FALSE",TRUE,FALSE,TRUE
"453","Ecdat","ModeChoice","Data to Study Travel Mode Choice",840,7,FALSE,"TRUE",TRUE,FALSE,FALSE
"454","Ecdat","Mofa","International Expansion of U.S. Mofa's (majority-owned Foreign Affiliates in Fire (finance, Insurance and Real Estate)",50,5,FALSE,"FALSE",TRUE,FALSE,TRUE
"455","Ecdat","Money","Money, GDP and Interest Rate in Canada",128,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"456","Ecdat","MoneyUS","Macroeconomic Series for the United States",164,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"457","Ecdat","Mpyr","Money, National Product and Interest Rate",90,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"458","Ecdat","Mroz","Labor Supply Data",753,18,FALSE,"TRUE",TRUE,FALSE,TRUE
"459","Ecdat","MunExp","Municipal Expenditure Data",2385,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"460","Ecdat","MW","Growth of Disposable Income and Treasury Bill Rate",50,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"461","Ecdat","NaturalPark","Willingness to Pay for the Preservation of the Alentejo Natural Park",312,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"462","Ecdat","Nerlove","Cost Function for Electricity Producers, 1955",159,8,FALSE,"FALSE",TRUE,FALSE,FALSE
"463","Ecdat","nkill.byCountryYr","Global Terrorism Database yearly summaries",206,45,FALSE,"FALSE",TRUE,FALSE,FALSE
"464","Ecdat","nonEnglishNames","Names with Character Set Problems",11,2,FALSE,"FALSE",FALSE,FALSE,TRUE
"465","Ecdat","OFP","Visits to Physician Office",4406,19,FALSE,"TRUE",TRUE,FALSE,TRUE
"466","Ecdat","Oil","Oil Investment",53,11,FALSE,"FALSE",TRUE,FALSE,FALSE
"467","Ecdat","Orange","The Orange Juice Data Set",642,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"468","Ecdat","Participation","Labor Force Participation",872,7,FALSE,"TRUE",TRUE,FALSE,TRUE
"469","Ecdat","PatentsHGH","Dynamic Relation Between Patents and R&D",1730,18,FALSE,"TRUE",TRUE,FALSE,TRUE
"470","Ecdat","PatentsRD","Patents, R&D and Technological Spillovers for a Panel of Firms",1629,7,FALSE,"FALSE",TRUE,FALSE,FALSE
"471","Ecdat","PE","Price and Earnings Index",132,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"472","Ecdat","politicalKnowledge","Political knowledge in the US and Europe",4,12,FALSE,"FALSE",TRUE,TRUE,FALSE
"473","Ecdat","Pound","Pound-dollar Exchange Rate",778,4,FALSE,"FALSE",TRUE,FALSE,FALSE
"474","Ecdat","PPP","Exchange Rates and Price Indices for France and Italy",186,5,FALSE,"FALSE",TRUE,FALSE,FALSE
"475","Ecdat","Pricing","Returns of Size-based Portfolios",418,12,FALSE,"FALSE",TRUE,FALSE,FALSE
"476","Ecdat","Produc","Us States Production",816,10,FALSE,"FALSE",TRUE,FALSE,TRUE
"477","Ecdat","PSID","Panel Survey of Income Dynamics",4856,8,FALSE,"FALSE",TRUE,FALSE,TRUE
"478","Ecdat","RetSchool","Return to Schooling",5225,17,FALSE,"TRUE",TRUE,FALSE,FALSE
"479","Ecdat","Schooling","Wages and Schooling",3010,28,FALSE,"TRUE",TRUE,FALSE,TRUE
"480","Ecdat","Solow","Solow's Technological Change Data",41,3,FALSE,"FALSE",TRUE,FALSE,FALSE
"481","Ecdat","Somerville","Visits to Lake Somerville",659,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"482","Ecdat","SP500","Returns on Standard & Poor's 500 Index",2783,1,FALSE,"FALSE",TRUE,FALSE,FALSE
"483","Ecdat","Star","Effects on Learning of Small Class Sizes",5748,8,FALSE,"TRUE",TRUE,FALSE,TRUE
"484","Ecdat","Strike","Strike Duration Data",62,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"485","Ecdat","StrikeDur","Strikes Duration",566,2,FALSE,"FALSE",TRUE,FALSE,FALSE
"486","Ecdat","StrikeNb","Number of Strikes in Us Manufacturing",108,3,FALSE,"FALSE",TRUE,FALSE,FALSE
